PRODUCT,SCHEME,LOAN_AMOUNT_REQUESTED,REQUESTED_TENURE,REQUESTED_RATE,EFFECTIVE_INTEREST_RATE,EMI_BASE_VALUE,TENURE
5000061,5000126,2000000,34,13,12.9994691,70223,34
5000061,5000126,2000000,34,13,12.9994691,70223,34
5000061,5000126,2000000,34,13,12.9994691,70223,34
5000061,5000126,2000000,34,13,12.9994691,70223,34
5000061,5000126,2000000,34,13,12.9994691,70223,34
5000040,5000039,300000,120,13.35,10.3501695,6684,120
5000040,5000039,300000,120,13.35,10.3501695,6684,120
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5001082,5000842,1000000,180,15.34,,,180
5000000,5000002,500000,18,10.85,,,
5000000,5000002,500000,18,10.85,,,
5000620,5000380,5000000,180,10,,,180
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000027,5000027,100000,180,13,,,
5000620,5000380,5000000,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000043,5000042,2500000,500,13,,,
5000043,5000042,2500000,500,13,,,
5000620,5000380,5000000,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000013,5000015,50000,180,10,,529,180
5000013,5000015,50000,180,10,,529,180
5000013,5000015,50000,180,10,,529,180
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000152,5000120,100000,180,13,12.992692,1010,180
5000620,5000380,200000,180,10,,0,
5000152,5000120,100000,180,13,12.992692,1010,180
5000152,5000120,100000,180,13,12.992692,1010,180
5000152,5000120,100000,180,13,12.992692,1010,180
5000152,5000722,1000000,120,13.35,13.35,2428400,120
5000152,5000120,100000,180,13,12.992692,1010,180
5000152,5000120,100000,180,13,12.992692,1010,180
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000152,5000120,100000,180,13,12.992692,1010,180
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000013,5000015,439000,180,10,,4717,180
5000013,5000015,439000,180,10,,4717,180
5000013,5000015,439000,180,10,,4717,180
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000152,5000120,450000,180,10,9.9980809,6006,180
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000161,5000131,200000,180,10,,0,
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000152,5000120,5000000,180,13,,,
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000152,5000120,5000000,180,13,12.9998339,10089,180
5000152,5000120,5000000,180,13,12.9998339,10089,180
5000152,5000120,5000000,180,13,12.9998339,10089,180
5000152,5000120,5000000,180,13,12.9998339,10089,180
5000152,5000120,5000000,180,13,12.9998339,10089,180
5000152,5000120,5000000,180,13,12.9998339,10089,180
5000152,5000120,5000000,180,13,12.9998339,62693,180
5000152,5000120,5000000,180,13,12.9998339,62693,180
5000152,5000120,5000000,180,13,12.9998339,62693,180
5000620,5000380,300000000,180,10,,0,
5000043,5000042,500000,180,13,,,
5000027,5000027,1000000,180,13,,,
5000027,5000027,1000000,180,13,,,
5000027,5000027,1000000,180,13,,,
5000585,5000360,10000,101,10,,,
5000029,5000030,43171,24,10.85,10.8223947,411,123
5000029,5000030,43171,24,10.85,10.8223947,411,123
5000029,5000030,43171,24,10.85,10.8223947,411,123
5000029,5000030,43171,24,10.85,10.8223947,411,123
5000006,5000005,1000000,180,13,,,
5000006,5000005,1000000,180,13,,,
5000029,5000030,43171,24,10.85,10.8223947,411,123
5000029,5000030,195168,12,10.85,10.3412335,15205,12
5000029,5000030,195168,12,10.85,10.3412335,15205,12
5000029,5000030,195168,12,10.85,10.3412335,15205,12
5000029,5000030,195168,12,10.85,10.3412335,15205,12
5000152,5000120,5000000,180,13,12.9998443,10089,180
5000152,5000120,5000000,180,13,12.9998443,10089,180
5000152,5000120,5000000,180,13,12.9998443,10089,180
5000152,5000120,5000000,180,13,12.9998443,10089,180
5000152,5000120,5000000,180,13,12.9998443,10089,180
5000152,5000120,5000000,180,13,12.9999873,10090,180
5000152,5000120,5000000,180,13,12.9999873,10090,180
5000152,5000120,5000000,180,13,12.9999873,10090,180
5000152,5000120,5000000,180,13,12.9999873,10090,180
5000152,5000120,5000000,180,13,12.9999873,10090,180
5000152,5000120,5000000,180,13,12.9999873,10090,180
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000161,5000131,100000000,180,10,,0,
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000054,5000055,6000000,180,8,8.0000004,57151,180
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000152,5000120,5000000,180,13,13.00003,10068,180
5000152,5000120,5000000,180,13,13.00003,10068,180
5000152,5000120,5000000,180,13,13.00003,10068,180
5000152,5000120,5000000,180,13,13.00003,10068,180
5000152,5000120,5000000,180,13,13.00003,10068,180
5000152,5000120,5000000,180,13,13.00003,10068,180
5000043,5000043,1000000,180,13,9.023536,154716.3,180
5000043,5000043,1000000,180,13,9.023536,154716.3,180
5000004,5000003,300000,120,13.35,13.3472312,4522,120
5000004,5000003,300000,120,13.35,13.3472312,4522,120
5000004,5000003,300000,120,13.35,13.3472312,4522,120
5000004,5000003,300000,120,13.35,13.3472312,4522,120
5000004,5000003,300000,120,13.35,13.3472312,4522,120
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000056,5000056,2500000,481,13.35,13.347571,8962.34,60
5000021,5000023,500000,60,13.35,34.5273604,13716,180
5000021,5000023,500000,60,13.35,34.5273604,13716,180
5000021,5000023,500000,60,13.35,34.5273604,13716,180
5000021,5000023,500000,60,13.35,34.5273604,13716,180
5000021,5000023,500000,60,13.35,34.5273604,13716,180
5000021,5000023,500000,60,13.35,34.5273604,13716,180
5000018,5000020,900000,60,13,12.9774156,1692,60
5000042,5000041,5000000,180,10.85,10.4512503,5573.99,180
5000042,5000041,5000000,180,10.85,10.4512503,5573.99,180
5000042,5000041,5000000,180,10.85,10.4512503,5573.99,180
5000152,5000120,5000000,180,13,12.9999934,10065,180
5000152,5000120,5000000,180,13,12.9999934,10065,180
5000152,5000120,5000000,180,13,12.9999934,10065,180
5000152,5000120,5000000,180,13,12.9999934,10065,180
5000152,5000120,5000000,180,13,12.9999934,10065,180
5000057,5000059,12458,120,13.35,13.2776789,186,120
1001,1001,1000,60,10,,,
1001,1001,1000,60,10,,,
5000043,5000043,1000000,180,13,,,
5000161,5000131,200000,180,10,,0,
5000161,5000131,200000,180,10,,0,
5000161,5000131,200000,180,10,,0,
5000161,5000131,200000,180,10,,0,
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000000,5000002,5000000,180,13,12.9999879,62900.9,180
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000004,5000003,100000,120,13.35,13.2834745,198.2,120
5000161,5000131,200000,180,10,,0,
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,9.023536,154716.3,180
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000004,5000003,100000,120,13.35,13.2834745,198.2,120
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000004,5000003,100000,120,13.35,13.2834745,198.2,120
5000004,5000003,100000,120,13.35,13.2834745,198.2,120
5000004,5000003,100000,120,13.35,13.2834745,198.2,120
5000004,5000003,100000,120,13.35,13.2834745,198.2,120
5000161,5000131,100000,180,10,,,180
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000161,5000131,100000,180,10,,,180
5000161,5000131,200000,180,10,,0,
5000161,5000131,200000,180,10,,0,
5000161,5000131,150000000,180,10,,,
5000161,5000131,150000000,180,10,,,
5000161,5000131,150000000,180,10,,,
5000161,5000131,150000000,180,10,,,
5000161,5000131,150000000,180,10,,,
5000620,5000380,45,180,10,,,180
5000620,5000380,45,180,10,,,180
5000620,5000380,45,180,10,,,180
5000620,5000380,45,180,10,,,180
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000047,5000046,2500000,481,13,13.0000401,6262.8,36
5000000,5000002,5000000,180,13,12.9999879,62900.9,180
5000000,5000002,5000000,180,13,12.9999879,62900.9,180
5000000,5000002,5000000,180,13,12.9999879,62900.9,180
5000000,5000002,5000000,180,13,12.9999879,62900.9,180
5000000,5000002,5000000,180,13,12.9999879,62900.9,180
5000000,5000002,5000000,180,13,12.9999879,62900.9,180
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,9.023536,154716.3,180
5000043,5000043,1000000,180,13,9.023536,154716.3,180
5000043,5000043,1000000,180,13,9.023536,154716.3,180
5000043,5000043,1000000,180,13,9.023536,154716.3,180
5000043,5000043,1000000,180,13,9.023536,154716.3,180
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000043,5000043,1000000,180,13,12.9998783,44245.1,12
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000152,5000722,1000000,120,13.35,13.35,2428400,120
5000152,5000722,1000000,120,13.35,13.35,2428400,120
5000152,5000722,1000000,120,13.35,13.35,2428400,120
5000152,5000722,1000000,120,13.35,13.35,2428400,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000024,5000025,600000,36,10,,0,36
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000024,5000025,600000,36,10,,0,36
5000061,5000682,500000,60,13.35,13.3480028,11219,60
5000024,5000025,600000,36,10,,0,36
5000024,5000025,600000,36,10,,0,36
5000024,5000025,1300000,36,10,,0,36
5000024,5000025,1300000,36,10,,0,36
5000024,5000025,1300000,36,10,,0,36
5000024,5000025,1300000,36,10,,0,36
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5000141,5000102,123456,180,15,,,
5000161,5000131,12000000,60,10,,,60
5000161,5000131,12000000,60,10,,,60
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000028,5000028,2500000,481,13,,27236,481
5000021,5000023,800000,120,13.35,,,
5000021,5000023,800000,120,13.35,,,
5000021,5000023,800000,120,13.35,,,
5000028,5000028,2500000,481,13,,27236,481
5000161,5000131,1000000,180,10,,,180
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000620,5000380,9000000,180,10,,,180
5000620,5000380,9000000,180,10,,,180
5000620,5000380,9000000,180,10,,,180
5000620,5000380,9000000,180,10,,,180
5000148,5000106,1800000,180,10.85,,18476.59,
5000161,5000131,100000000,180,10,,0,
5000148,5000106,1800000,180,10.85,,18476.59,
5000148,5000106,1800000,180,10.85,,18476.59,
5000148,5000106,1800000,180,10.85,,18476.59,
5000148,5000106,1800000,180,10.85,,18476.59,
5000148,5000106,1800000,180,10.85,,18476.59,
5000620,5000380,9000000,180,10,,,180
5000620,5000380,9000000,180,10,,,180
5000620,5000380,9000000,180,10,,,180
5000047,5000920,500000,180,10,10.0000108,5373,180
5000000,5000002,1000000,120,10,9.9998843,13116.4,120
5000047,5000920,500000,180,10,10.0000108,5373,180
5000047,5000920,500000,180,10,10.0000108,5373,180
5000047,5000920,500000,180,10,10.0000108,5373,180
5000047,5000920,500000,180,10,10.0000108,5373,180
5000620,5000380,450000000,180,10,,,180
5000153,5000280,3232,180,15,,,
5000047,5000920,500000,180,10,10.0000108,5373,180
5000047,5000920,500000,180,10,10.0000108,5373,180
5000153,5000280,3232,180,15,,,
5000153,5000280,3232,180,15,,,
5000047,5000920,500000,180,10,10.0000108,5373,180
5000047,5000920,500000,180,10,10.0000108,5373,180
5000047,5000920,500000,180,10,10.0000108,5373,180
5000047,5000920,500000,180,10,10.0000108,5373,180
5000153,5000280,3232,180,15,,,
5000161,5000131,100000000,180,10,,0,
5000028,5000743,500000,180,10,9.9999259,9901,60
5000089,5000084,1100000,180,13,,13829,180
5000018,5000020,100000,180,10,9.9956142,1931,180
5000089,5000084,1100000,180,13,,13829,180
5000018,5000020,100000,180,10,9.9956142,1931,180
5000018,5000020,100000,180,10,9.9956142,1931,180
5000089,5000084,1100000,180,13,,13829,180
5000089,5000084,1100000,180,13,,13829,180
5000089,5000084,1100000,180,13,,13829,180
5000089,5000084,1100000,180,13,,13829,180
5000089,5000084,1100000,180,13,,13829,180
5000018,5000020,100000,180,10,9.9956142,1931,180
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000028,5000743,500000,180,10,9.9999259,9901,60
5000030,5000032,2000000,210,10,,,
5000030,5000032,2000000,210,10,,,
5000030,5000032,2000000,210,10,,,
5000030,5000032,2000000,210,10,,,
5000030,5000032,2000000,210,10,,,
5000030,5000032,2000000,210,10,,,
5000152,5000120,5000000,180,13,12.9998339,10093,180
5000054,5000744,2500000,481,13,13.0000366,27562.25,180
5000054,5000744,2500000,481,13,13.0000366,27562.25,180
5000054,5000744,2500000,481,13,13.0000366,27562.25,180
5000054,5000744,2500000,481,13,13.0000366,27562.25,180
5000054,5000744,2500000,481,13,13.0000366,27562.25,180
5000054,5000744,2500000,481,13,13.0000366,27562.25,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000089,5000084,1500000,180,13,,21320,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000051,5000050,2500000,180,13,12.9999971,31318.4,180
5000004,5000003,2500000,482,10.85,10.84981,439904,12
5000004,5000003,2500000,482,10.85,10.84981,439904,12
5000018,5000020,900000,60,10,9.9807037,18034,60
5000018,5000020,900000,60,10,9.9807037,18034,60
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000400,5000240,500000,180,13,13.0001484,6065.3,200
5000161,5000131,20000000,180,10,,0,
5000161,5000131,20000000,180,10,,0,
5000161,5000131,20000000,180,10,,0,
5000161,5000131,20000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000161,5000131,1000000,180,10,,0,
5000028,5000743,500000,72,10,10.000809,278,72
5000028,5000743,500000,72,10,10.000809,278,72
5000161,5000131,100000000,180,10,,0,
5000161,5000131,100000000,180,10,,0,
5000161,5000131,100000000,180,10,,0,
5000620,5000380,10000000,180,10,,,180
5000028,5000743,500000,72,10,10.000809,278,72
5000028,5000743,500000,72,10,10.000809,278,72
5000028,5000743,500000,72,10,10.000809,278,72
5000028,5000743,500000,72,10,10.000809,278,72
5000028,5000743,500000,72,10,10.000809,278,72
5000620,5000380,10000000,180,10,,,180
5000620,5000380,10000000,180,10,,,180
5000620,5000380,10000000,180,10,,,180
5000042,5000041,500000,12,10.85,10.8373442,8798,12
5000042,5000041,500000,12,10.85,10.8373442,8798,12
5000620,5000380,10000000,180,10,,,180
5000620,5000380,10000000,180,10,,,180
5000042,5000041,500000,12,10.85,10.8373442,8798,12
5000056,5000056,37328,12,10.85,,,
5000054,5000055,500000,180,13,,,
5000152,5000120,5000000,180,13,,,
5000040,5000039,12458,120,13.35,13.2847911,186.8,120
5000040,5000039,12458,120,13.35,13.2847911,186.8,120
5000040,5000039,37046,120,13.35,13.2847911,186.8,120
5000040,5000039,3825,120,13.35,12.6183517,18.7,120
5000027,5000027,345444,43,13,12.9999965,20653,43
5000027,5000027,768678,67,13,12.9999374,16197.4,67
5000054,5000055,4280000,180,13,,,
5000008,5000007,6300000,120,,,,
5000620,5000380,560000,180,10,,0,
5000010,5000009,570000,120,13.35,,,
5000010,5000009,570000,120,13.35,,,
5000620,5000380,560000,180,10,,0,
5000620,5000380,560000,180,10,,0,
5000620,5000380,560000,180,10,,0,
5000620,5000380,560000,180,10,,0,
5000620,5000380,560000,180,10,,0,
5000620,5000380,600000000,180,15.34,,,180
5000028,5000028,900000,36,10,,28976,36
5000028,5000028,900000,36,10,,28976,36
5000010,5000009,100000,120,13.35,,,
5000028,5000028,900000,36,10,,28976,36
5000028,5000028,900000,36,10,,28976,36
5000161,5000131,100000000,180,10,,0,
5000161,5000131,100000000,180,10,,0,
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000000,5000002,1000000,220,10.85,10.8492182,10491,220
5000024,5000025,1300000,36,10,,0,36
5000000,5000002,1000000,220,10.85,10.8492182,10491,220
5000000,5000002,1000000,220,10.85,10.8492182,10491,220
5000620,5000380,200000,180,15.34,,0,
5000010,5000009,2500000,481,13.35,13.3497399,27671.1,481
5000010,5000009,2500000,481,13.35,13.3497399,27671.1,481
5000018,5000020,900000,60,10,9.9807037,18034,60
5000018,5000020,900000,60,10,9.9807037,18034,60
5000018,5000020,900000,60,10,9.9807037,18034,60
5000620,5000380,100000000,180,15.34,,,180
5000161,5000131,100000000,180,10,,0,
5000620,5000380,100000000,180,15.34,,,180
5000620,5000380,100000000,180,15.34,,,180
5000620,5000380,100000000,180,15.34,,,180
5000620,5000380,560000,180,10,,0,
5000161,5000131,100000000,180,10,,0,
5000161,5000131,100000000,180,10,,0,
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000054,5000055,1500000,360,10.85,7.0068909,10000,360
5000054,5000055,1500000,360,10.85,7.0068909,10000,360
5000028,5000028,900000,36,10,,28976,36
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000021,5000023,800000,120,13.35,13.3487772,12029,120
5000153,5000280,2323,180,15,,,
5000021,5000023,800000,120,13.35,,,
5000021,5000023,800000,120,13.35,,,
5000021,5000023,800000,120,13.35,,,
5000010,5000009,760000,60,13.35,13.3486588,17255.5,60
5000010,5000009,760000,60,13.35,13.3486588,17255.5,60
5000024,5000025,900000,36,13,,0,36
5000024,5000025,900000,36,13,,0,36
5001082,5000842,1000000,180,15.34,,,180
5000024,5000025,900000,36,13,,0,36
5000024,5000025,900000,36,13,,0,36
5000029,5000030,24800,12,13.35,13.3057522,2196.3,12
5000029,5000030,24800,12,13.35,13.3057522,2196.3,12
5000028,5000028,2500000,481,13,,27236,481
5000028,5000028,2500000,481,13,,27236,481
5000620,5000380,10000000,180,15.34,,,180
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000000,5000002,500000,60,10.85,10.8484103,5589,180
5000089,5000084,500000,180,13,,,10
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000029,5000030,24800,12,13.35,13.3057522,2196.3,12
5000089,5000084,500000,180,13,,,10
5000007,5000006,435444,345,15,15.0000434,11031,345
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000054,5000055,2500000,12,13,12.9999791,223316.5,12
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000000,5000000,2500000,485,13.35,13.3497494,27655.1,485
5000000,5000000,2500000,485,13.35,13.3497494,27655.1,485
5000000,5000000,2500000,485,13.35,13.3497494,27655.1,485
5000012,5000014,400000,120,13.35,13.3477502,5947.1,120
5000161,5000131,90000,180,10,,,180
5000161,5000131,90000,180,10,,,180
5000000,5000000,521500,36,13.35,,,
5000000,5000000,521500,36,13.35,,,
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000161,5000131,100000000,60,15.34,,0,
5000056,5000056,400000,60,10.85,10.8521129,15497,60
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000043,5000042,231100,115,13,12.9998727,3525.4,115
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5001000,5000761,500000,60,13,12.9999207,11374.4,60
5001000,5000761,500000,60,13,12.9999207,11374.4,60
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000007,5000006,185000000,120,15,14.9999842,2967474,120
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000024,5000025,500000,36,10,,0,36
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000008,5000007,570000,240,,,,
5000008,5000007,570000,240,,,,
5000024,5000025,500000,36,10,,0,36
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000161,5000131,100000000,60,15.34,,0,
5000161,5000131,100000000,60,15.34,,0,
